title,location,work_type,pay_period,avg_max_salary,avg_min_salary
Creative Producer ,"Los Angeles, CA",FULL_TIME,YEARLY,85000.0,65000.0
"Creative Producer, Global Brand Experience","New York, NY",CONTRACT,HOURLY,118851.2,109948.8
Creative Strategist/Copywriter,"San Diego, CA",FULL_TIME,YEARLY,120000.0,100000.0
"Creative, Elevated Executive Chef ","Washington, DC",FULL_TIME,YEARLY,120000.0,100000.0
Credentialed Veterinary Technician needed in West Hollywood,"West Hollywood, CA",FULL_TIME,HOURLY,66560.0,54080.0
Credentialing Specialist,"Colorado, United States",FULL_TIME,HOURLY,45760.0,45760.0
Credit Administration Officer,"Novato, CA",FULL_TIME,HOURLY,86673.6,61006.399999999994
Credit Administrator,"Rye Brook, NY",FULL_TIME,HOURLY,62400.0,45760.0
Credit Control Analyst (Temporary) ,"San Jose, CA",FULL_TIME,HOURLY,72800.0,72800.0
Credit Data Analyst II,"Lawrenceville, GA",FULL_TIME,YEARLY,95000.0,85000.0
Credit Manager,"Torrance, CA",FULL_TIME,YEARLY,110000.0,90000.0
Credit and Asset Management Vice President,"New York, NY",FULL_TIME,YEARLY,200000.0,200000.0
"Crocs Inc: Sr. Director, eCommerce Product Management","Westwood, MA",FULL_TIME,YEARLY,230000.0,220000.0
Customer Account Representative,"Lewiston, ID",FULL_TIME,HOURLY,45760.0,41600.0
Customer Advocate,"Fort Walton Beach, FL",FULL_TIME,MONTHLY,120000.0,63000.0
Customer Advocate – HR,United States,FULL_TIME,HOURLY,53456.0,33384.0
Customer Architect,"Boston, MA",FULL_TIME,YEARLY,242880.0,46000.0
Customer Care Supervisor,"Huntersville, NC",FULL_TIME,HOURLY,70408.0,32406.4
Customer Engagement Specialist,"Daleville, VA",FULL_TIME,YEARLY,42000.0,36000.0
Customer Experience and Engagement Leader,Cincinnati Metropolitan Area,FULL_TIME,YEARLY,100000.0,80000.0
Customer Order Representative,"Nashville, TN",FULL_TIME,HOURLY,49920.0,49920.0
Customer Service Account Associate On-Site--Jefferson,"Albuquerque, NM",FULL_TIME,HOURLY,45760.0,41600.0
Customer Service Associate,"Hoboken, NJ",FULL_TIME,MONTHLY,31200.0,28800.0
Customer Service Associate,"Oakland, CA",FULL_TIME,HOURLY,34320.0,32240.0
Customer Service Associate,"Shorewood, IL",PART_TIME,HOURLY,34320.0,31200.0
Customer Service Associate - Morning Shift,"Portland, OR",FULL_TIME,HOURLY,34320.0,32240.0
Customer Service Consultant,"Columbia, MD",FULL_TIME,YEARLY,85000.0,70000.0
Customer Service Coordinator,"Denver, CO",FULL_TIME,HOURLY,54080.0,47840.0
Customer Service Float,"Port Angeles, WA",FULL_TIME,HOURLY,63648.0,37440.0
Customer Service Lead,"Duluth, GA",PART_TIME,HOURLY,29640.0,27560.0
Customer Service Lead,"Grand Junction, CO",PART_TIME,HOURLY,32656.0,30576.0
Customer Service Manager,"Brisbane, CA",FULL_TIME,YEARLY,90000.0,80000.0
Customer Service Representative,"City of Industry, CA",FULL_TIME,HOURLY,44720.0,44720.0
Customer Service Representative,"Florida, United States",FULL_TIME,HOURLY,37440.0,35360.0
Customer Service Representative,"Irvine, CA",FULL_TIME,HOURLY,37440.0,37440.0
Customer Service Representative,"Janesville, WI",FULL_TIME,YEARLY,60000.0,40000.0
Customer Service Representative,"Orlando, FL",FULL_TIME,HOURLY,43680.0,43680.0
Customer Service Representative,"Reno, NV",FULL_TIME,YEARLY,16.0,16.0
Customer Service Representative,"Torrance, CA",FULL_TIME,HOURLY,45760.0,35360.0
Customer Service Representative,United States,CONTRACT,HOURLY,48235.200000000004,34964.799999999996
Customer Service Representative,United States,FULL_TIME,YEARLY,45000.0,35000.0
Customer Service Representative,"Westborough, MA",FULL_TIME,HOURLY,52000.0,47840.0
Customer Service Representative,"York, PA",CONTRACT,HOURLY,41600.0,41600.0
Customer Service Representative (CSR),"Norwood, MA",FULL_TIME,YEARLY,52550.0,38440.0
Customer Service Representative - PM,"Atlanta, GA",FULL_TIME,HOURLY,59030.4,34049.6
Customer Service Representative - R009031,"Manhattan, NY",PART_TIME,HOURLY,48443.2,38729.6
"Customer Service Representative, Fitness (Remote, $15/hour)",United States,FULL_TIME,HOURLY,33280.0,31200.0
Customer Service Representative-Farmers Direct Services P&C Licensed (Kansas/Missouri),"Bridgeton, MO",FULL_TIME,HOURLY,40560.0,34736.0
Customer Service Representative-Farmers Direct Services P&C Licensed (Kansas/Missouri),"Cape Girardeau, MO",FULL_TIME,HOURLY,40560.0,34736.0
Customer Service Representative-Farmers Direct Services P&C Licensed (Kansas/Missouri),"Chesterfield, MO",FULL_TIME,HOURLY,40560.0,34736.0
Customer Service Representative-Farmers Direct Services P&C Licensed (Kansas/Missouri),"Independence, MO",FULL_TIME,HOURLY,40560.0,34736.0
Customer Service Representative-Farmers Direct Services P&C Licensed (Kansas/Missouri),"Jefferson City, MO",FULL_TIME,HOURLY,40560.0,34736.0
Customer Service Representative-Farmers Direct Services P&C Licensed (Kansas/Missouri),"Kansas City, MO",FULL_TIME,HOURLY,40560.0,34736.0
Customer Service Representative-Farmers Direct Services P&C Licensed (Kansas/Missouri),"Lawrence, KS",FULL_TIME,HOURLY,40560.0,34736.0
Customer Service Representative-Farmers Direct Services P&C Licensed (Kansas/Missouri),"Lees Summit, MO",FULL_TIME,HOURLY,40560.0,34736.0
Customer Service Representative-Farmers Direct Services P&C Licensed (Kansas/Missouri),"Missouri, United States",FULL_TIME,HOURLY,40560.0,34736.0
Customer Service Representative-Farmers Direct Services P&C Licensed (Kansas/Missouri),"O'Fallon, MO",FULL_TIME,HOURLY,40560.0,34736.0
Customer Service Representative-Farmers Direct Services P&C Licensed (Kansas/Missouri),"Olathe, KS",FULL_TIME,HOURLY,40560.0,34736.0
Customer Service Representative-Farmers Direct Services P&C Licensed (Kansas/Missouri),"Overland Park, KS",FULL_TIME,HOURLY,40560.0,34736.0
Customer Service Representative-Farmers Direct Services P&C Licensed (Kansas/Missouri),"Shawnee, KS",FULL_TIME,HOURLY,40560.0,34736.0
Customer Service Representative-Farmers Direct Services P&C Licensed (Kansas/Missouri),"Springfield, MO",FULL_TIME,HOURLY,40560.0,34736.0
Customer Service Representative-Farmers Direct Services P&C Licensed (Kansas/Missouri),"St Charles, MO",FULL_TIME,HOURLY,40560.0,34736.0
Customer Service Representative-Farmers Direct Services P&C Licensed (Kansas/Missouri),"St Joseph, MO",FULL_TIME,HOURLY,40560.0,34736.0
Customer Service Representative-Farmers Direct Services P&C Licensed (Kansas/Missouri),"St Louis, MO",FULL_TIME,HOURLY,40560.0,34736.0
Customer Service Representative-Farmers Direct Services P&C Licensed (Kansas/Missouri),"Topeka, KS",FULL_TIME,HOURLY,40560.0,34736.0
Customer Service Representative-Farmers Direct Services P&C Licensed (Kansas/Missouri),"Wichita, KS",FULL_TIME,HOURLY,40560.0,34736.0
Customer Service Specialist,"Seattle, WA",CONTRACT,HOURLY,43680.0,37440.0
Customer Service Specialist,United States,FULL_TIME,HOURLY,38480.0,36400.0
Customer Service Supervisor,"McDonough, GA",FULL_TIME,YEARLY,70000.0,65000.0
Customer Service Support Specialist,"Doral, FL",FULL_TIME,HOURLY,41600.0,41600.0
Customer Service Support Specialist,"Puyallup, WA",FULL_TIME,HOURLY,43680.0,43680.0
Customer Service Team Leader - Operations and Play Area,"Fishers, IN",FULL_TIME,HOURLY,67142.40000000001,47091.200000000004
Customer Success Manager,"Oregon, United States",FULL_TIME,YEARLY,80000.0,70000.0
Customer Success Manager,"Seattle, WA",FULL_TIME,HOURLY,83200.0,79040.0
Customer Success Manager,United States,FULL_TIME,YEARLY,96500.0,78750.0
Customer Success Manager - Lark,"San Francisco, CA",FULL_TIME,YEARLY,190000.0,90000.0
"Customer Success Manager, Owners","Colorado, United States",FULL_TIME,YEARLY,70000.0,65000.0
"Customer Support Engineer - Cable, EPON, HFC",United States,CONTRACT,HOURLY,83200.0,72800.0
Customer Support Specialist,"Palm Beach Gardens, FL",CONTRACT,YEARLY,50000.0,50000.0
Customer Support Specialist - FT,"Evansville, IN",FULL_TIME,HOURLY,38542.4,29640.0
Cut and Trim Technician,"Grand Forks, ND",FULL_TIME,HOURLY,52748.799999999996,43700.8
Cyber Security Analyst - Long Term Opportunity,"Springfield, VA",FULL_TIME,YEARLY,125000.0,110000.0
Cyber Security Product Marketing Manager,"Dover, DE",FULL_TIME,YEARLY,204600.0,84500.0
Cyber Security Program Managerr,"San Jose, CA",FULL_TIME,YEARLY,170000.0,140000.0
Cyber Support Developer - 4 Days Remote,"Chantilly, VA",FULL_TIME,YEARLY,170000.0,150000.0
Cyber Technical Support Specialist,"Richland, WA",FULL_TIME,HOURLY,67454.4,31720.0
Cyber Threat Intelligence Analyst,"Fort Bragg, North Carolina, United States",FULL_TIME,YEARLY,186000.0,81800.0
Cybersecurity Engineer – Insider Threat Protection ,Washington DC-Baltimore Area,CONTRACT,YEARLY,150000.0,140000.0
"Cybersecurity Firmware Engineer, Mid","Rome, NY",FULL_TIME,YEARLY,133000.0,58300.0
Cybersecurity Policy and Compliance Analyst,"King George, VA",FULL_TIME,YEARLY,166000.0,73000.0
"Cyberspace Joint Operations Planner, Senior","Fort Meade, MD",FULL_TIME,YEARLY,186000.0,81800.0
Cytogenetics Technologist,"Seattle, WA",FULL_TIME,HOURLY,96220.8,63481.6
DEVELOPMENT AND PARTNERSHIPS INTERN,"Washington, DC",INTERNSHIP,HOURLY,41600.0,35360.0
DHT - Front-End Software Engineer,"Menlo Park, CA",FULL_TIME,YEARLY,160000.0,160000.0
DME Specialist - Respiratory Therapist OR Licensed Practical Nurse,"Goodland, KS",FULL_TIME,HOURLY,66560.0,54080.0
DRG Validation Auditor,"Cincinnati, OH",FULL_TIME,YEARLY,79500.0,57700.0
DSP Direct Support Professional ( Residential - IRA 4 Rosedale and IRA 15 Bayside ),"New York, NY",PART_TIME,HOURLY,54080.0,33280.0
Dance Instructor,"Bethesda, MD",PART_TIME,HOURLY,104000.0,52000.0
Data Analyst,"Beaverton, OR",CONTRACT,HOURLY,49920.0,41600.0
Data Analyst,"Oklahoma City, OK",CONTRACT,HOURLY,72800.0,62400.0
Data Analyst,"Oklahoma City, OK",CONTRACT,YEARLY,38.0,35.0
Data Analyst,"Pittsburgh, PA",CONTRACT,HOURLY,145600.0,145600.0
Data Analyst ,"Manhattan, NY",CONTRACT,HOURLY,153920.0,141440.0
Data Analyst - Remote / Contract,"Palo Alto, CA",CONTRACT,HOURLY,197600.0,124800.0
"Data Analyst, Real-Time Supply Management (Hybrid)","San Francisco, CA",FULL_TIME,YEARLY,142000.0,128000.0
Data Analytics Manager,"New York, NY",FULL_TIME,YEARLY,150000.0,150000.0
Data Analytics Manager - Strategic Sourcing,"Manhattan, NY",FULL_TIME,YEARLY,150000.0,130000.0
Data Analytics Specialist,"Irvine, CA",CONTRACT,HOURLY,104000.0,104000.0
Data Architect – Enterprise Architecture Team-REMOTE,"Florida, United States",FULL_TIME,YEARLY,189735.0,125580.0
"Data Center Facilities Technician, Controls","Red Oak, TX",FULL_TIME,YEARLY,110000.0,77000.0
Data Center Lab Technician Tier 2,"Santa Clara, CA",FULL_TIME,YEARLY,104000.0,90000.0
Data Center Technician,"Pryor, OK",FULL_TIME,YEARLY,105000.0,63000.0
"Data Center Technician, Global Server Operations, Machine Learning","Bridgeport, AL",FULL_TIME,YEARLY,105000.0,63000.0
Data Center Technician/ HVAC Technician,"Hilliard, OH",FULL_TIME,HOURLY,70720.0,68640.0
Data Engineer,"Arlington, VA",FULL_TIME,YEARLY,133000.0,58400.0
Data Engineer,"Dallas, TX",CONTRACT,HOURLY,114400.0,93600.0
Data Engineer,United States,CONTRACT,HOURLY,141440.0,120640.0
Data Engineer IV,"Dallas, TX",FULL_TIME,YEARLY,170976.0,98640.0
"Data Engineer, Google Nest","Mountain View, CA",FULL_TIME,YEARLY,169000.0,115000.0
Data Engineering Product Lead (Hybrid),"West Point, PA",FULL_TIME,YEARLY,304500.0,193440.0
Data Entry Assistant,"Lynnwood, WA",FULL_TIME,HOURLY,43264.0,43264.0
Data Entry Clerk,"Fairfax, VA",CONTRACT,HOURLY,37440.0,37440.0
Data Entry Processing/Customer Service Representative,"Phoenix, AZ",CONTRACT,HOURLY,39520.0,39520.0
Data Entry Specialist,"Burbank, CA",CONTRACT,HOURLY,41600.0,41600.0
"Data Governance Lead in Health Care (Only Local to MD, VA & DC States)","Washington, DC",FULL_TIME,YEARLY,150000.0,135000.0
Data Governance Specialist,"New York, United States",CONTRACT,HOURLY,176800.0,166400.0
Data Integration Engineer- REMOTE,United States,CONTRACT,HOURLY,135200.0,72800.0
Data Optimization Analyst,"San Fernando, CA",FULL_TIME,HOURLY,83387.20000000001,66539.2
Data Scientist,"Chantilly, VA",FULL_TIME,YEARLY,166000.0,73100.0
Data Scientist,"Idaho Falls, ID",FULL_TIME,YEARLY,177336.0,93492.0
Data Scientist,"McLean, VA",FULL_TIME,YEARLY,166000.0,73100.0
Data Scientist,"Norfolk, VA",FULL_TIME,YEARLY,166000.0,73000.0
Data Scientist / Operations Research Analyst,"Colorado Springs, CO",FULL_TIME,YEARLY,160000.0,100000.0
Data Scientist/ Product Analyst ,"San Francisco, CA",CONTRACT,HOURLY,166400.0,145600.0
Data Specialist,"Beaverton, OR",FULL_TIME,HOURLY,50897.6,50897.6
Data Steward,"Charlotte, NC",FULL_TIME,HOURLY,156000.0,135200.0
Database Administration Specialist 2,"Columbus, OH",FULL_TIME,YEARLY,113173.0,76000.0
Database Administrator,"Coral Gables, FL",FULL_TIME,YEARLY,100000.0,90000.0
Database Administrator II (MSDA),United States,FULL_TIME,YEARLY,131500.0,87700.0
Database Analyst,"San Francisco, CA",FULL_TIME,YEARLY,128200.0,85440.0
Database Developer,"Rockville, MD",FULL_TIME,YEARLY,140000.0,115000.0
"Database and System Administrator, Senior","Travis Field, CA",FULL_TIME,YEARLY,186000.0,81800.0
Datacenter Analyst,"Columbus, OH",CONTRACT,HOURLY,60320.0,56160.0
Datacenter Technician,"Alpharetta, GA",CONTRACT,HOURLY,104000.0,31200.0
Datacenter Technician,"Mesa, AZ",FULL_TIME,YEARLY,55000.0,50000.0
Daycare Director,"Columbia, SC",FULL_TIME,YEARLY,34571.0,29329.0
Deal Desk Analyst 2,"San Jose, CA",CONTRACT,HOURLY,93600.0,70720.0
Dealer Parts Support Analyst,United States,FULL_TIME,YEARLY,50000.0,43000.0
Dealer Sales Representative - Residential,"Tacoma, WA",FULL_TIME,YEARLY,71400.0,58800.0
Dealership Operations Manager,"Minneapolis, MN",FULL_TIME,YEARLY,60000.0,55000.0
Dean of Business and Technology,"River Grove, IL",FULL_TIME,YEARLY,118000.0,118000.0
Dean of Students,Washington DC-Baltimore Area,FULL_TIME,YEARLY,75000.0,70000.0
Deductions Analyst,Greater Minneapolis-St. Paul Area,FULL_TIME,YEARLY,70000.0,60000.0
"Deep Learning Scientist, Protein Engineering","Berkeley, CA",FULL_TIME,YEARLY,150.0,150.0
Defense Congressional Analyst,"Washington, DC",FULL_TIME,YEARLY,133000.0,58400.0
Defense Science and Technology Internship - Undergraduate Summer Student,"Livermore, CA",INTERNSHIP,HOURLY,60320.0,44512.0
Delivery Driver,"Lynn, MA",PART_TIME,HOURLY,41600.0,37440.0
Delivery Manager,"Malvern, PA",CONTRACT,HOURLY,114400.0,104000.0
Delivery Truck Driver - CDL,"Vancouver, WA",FULL_TIME,HOURLY,67184.0,42057.6
Delivery Truck Driver - CDL A,"San Antonio, TX",FULL_TIME,HOURLY,63980.8,40060.8
Delivery Truck Driver - Non CDL,"Bellevue, WA",FULL_TIME,HOURLY,58427.2,38958.4
Delivery Truck Driver - Non CDL,"Hillsboro, OR",FULL_TIME,HOURLY,51126.399999999994,34091.200000000004
Delivery Truck Driver - Non CDL,"Kalispell, MT",FULL_TIME,HOURLY,46259.2,31824.0
Delivery Truck Driver - Non CDL,"Seattle, WA",FULL_TIME,HOURLY,58427.2,38958.4
Demand Planner,"Sharonville, OH",FULL_TIME,YEARLY,80000.0,70000.0
Demand Planner,"Westchester County, NY",FULL_TIME,YEARLY,120000.0,90000.0
Dental Assistant 1 - 2,"Pineville, LA",FULL_TIME,MONTHLY,42864.0,23820.0
Dental Consultant,"California, United States",CONTRACT,HOURLY,141440.0,141440.0
Dental Hygienist,"Bainbridge Island, WA",FULL_TIME,HOURLY,135200.0,114400.0
Dental Hygienist,"Maui County, HI",FULL_TIME,YEARLY,83200.0,83200.0
Dental Hygienist - Providence St Peter Olympia (.5 FTE - 1.0 FTE),"Olympia, WA",FULL_TIME,HOURLY,128232.0,92435.2
Dental Product Program Manager,"New York, United States",FULL_TIME,YEARLY,138000.0,72000.0
Deposit Product Strategy Manager - Business Banking - Director,"New York, NY",FULL_TIME,YEARLY,225000.0,161500.0
"Deputy Chief Product Group, Software Engineer, UI/UX &amp; Agile","New York, NY",OTHER,YEARLY,173373.0,108638.0
"Deputy Director, Business Vitality and Intelligence","Tallahassee, FL",FULL_TIME,YEARLY,194239.14,71580.29
"Derivative Operations, Officer","Irvine, CA",FULL_TIME,YEARLY,111250.0,70000.0
Derivatives Middle Office Operations,New York City Metropolitan Area,FULL_TIME,YEARLY,120000.0,85000.0
Design Consultant,"Addison, TX",FULL_TIME,YEARLY,60000.0,50000.0
Design Consultant,"Roswell, GA",FULL_TIME,HOURLY,47840.0,41600.0
Design Engineer,"Huntersville, NC",CONTRACT,HOURLY,93600.0,72800.0
Design Engineer,"San Antonio, TX",CONTRACT,HOURLY,83200.0,72800.0
Design Engineer,United States,FULL_TIME,YEARLY,150000.0,130000.0
Design Engineer - Wire Harnesses,"Hagerstown, MD",FULL_TIME,YEARLY,75000.0,65000.0
Design Engineer- Automotive Parts manufacturer (33778),"Dayton, OH",FULL_TIME,YEARLY,65000.0,50000.0
Design Intern,"Miramar, FL",INTERNSHIP,HOURLY,49691.200000000004,39686.399999999994
Design Manager,"Jacksonville, FL",FULL_TIME,YEARLY,150000.0,150000.0
Design Release Engineer - High Voltage,"Troy, MI",FULL_TIME,YEARLY,125000.0,100000.0
Designer I,"Denver, CO",FULL_TIME,HOURLY,56160.0,52000.0
Desktop Services Technician,"Arden Hills, MN",CONTRACT,HOURLY,62400.0,56160.0
Desktop Support (3 Openings),New York City Metropolitan Area,FULL_TIME,YEARLY,84000.0,60000.0
Desktop Support Engineer,"Johnston, IA",CONTRACT,HOURLY,43680.0,41600.0
Desktop Support Engineer,"Midland, MI",CONTRACT,HOURLY,43680.0,41600.0
Desktop Support Engineer,"San Francisco, CA",CONTRACT,HOURLY,93600.0,83200.0
Desktop Support Technician,"Louisville, KY",FULL_TIME,YEARLY,60000.0,56000.0
Desktop Support Technician,"Nashville, TN",FULL_TIME,HOURLY,52000.0,45760.0
Desktop Support Technician (Fulltime/Onsite),"Lincolnshire, IL",FULL_TIME,YEARLY,50000.0,50000.0
Desktop Support Technician L2,"Walnut Creek, CA",FULL_TIME,HOURLY,74880.0,66560.0
"DevOps Engineer (Only Local, No C2C)","Milwaukee, WI",CONTRACT,HOURLY,135200.0,124800.0
DevOps Manager,United States,FULL_TIME,YEARLY,170000.0,140000.0
DevOps and Quality Assurance Manager,"Virginia, United States",FULL_TIME,YEARLY,161400.0,92200.0
DevSecOps Vault Engineer - Only W2,United States,CONTRACT,HOURLY,156000.0,145600.0
Development Associate,"Alexandria, VA",FULL_TIME,YEARLY,70000.0,65000.0
Development Associate (NY),"New York, NY",FULL_TIME,YEARLY,65000.0,60000.0
"Development Associate, Annual Giving","Winston-Salem, NC",PART_TIME,YEARLY,27300.0,19000.0
Development Manager,United States,FULL_TIME,YEARLY,80000.0,70000.0
Development Manager - Hospitality,"Provo, UT",FULL_TIME,YEARLY,135000.0,100000.0
Device Hardware Asset Manager,United States,CONTRACT,HOURLY,133411.2,133411.2
Dialysis Technician,"Victorville, CA",CONTRACT,HOURLY,54080.0,54080.0
"Diesel Fleet Mechanic Technician II - 10,000 Sign On Bonus","Denver, CO",FULL_TIME,HOURLY,65998.4,43992.0
Diesel Mechanic Needed!!!!,"Detroit, MI",FULL_TIME,YEARLY,80000.0,70000.0
Diesel Tech - 1st Shift,"Antigo, WI",FULL_TIME,HOURLY,66560.0,49920.0
Dietitian,"Arlington, WA",FULL_TIME,HOURLY,78062.40000000001,57470.4
Digital Account Manager,New York City Metropolitan Area,FULL_TIME,YEARLY,90000.0,80000.0
Digital Art Director – World-Renowned Luxury Brand,"New York, NY",FULL_TIME,YEARLY,170000.0,140000.0
Digital Assurance & Transparency - Sustainability Trust - Manager,"Cleveland, OH",FULL_TIME,YEARLY,150000.0,120000.0
Digital Assurance & Transparency - Sustainability Trust - Manager,"Seattle, WA",FULL_TIME,YEARLY,150000.0,120000.0
Digital Content Producer,"West Sacramento, CA",FULL_TIME,YEARLY,70000.0,64480.0
"Digital Content Producer, KGTV","San Diego, CA",FULL_TIME,HOURLY,59987.2,48006.399999999994
Digital Designer,"Syosset, NY",FULL_TIME,YEARLY,100000.0,80000.0
Digital Experiences Analytics Senior Manager,"New York, NY",FULL_TIME,YEARLY,400000.0,113700.0
Digital Marketing Coordinator,"Sacramento, CA",FULL_TIME,YEARLY,75000.0,75000.0
Digital Marketing Lead,"Dallas, TX",FULL_TIME,YEARLY,210000.0,185000.0
Digital Marketing Manager,"Libertyville, IL",FULL_TIME,YEARLY,125000.0,100000.0
Digital Marketing Specialist,"New York, United States",FULL_TIME,YEARLY,95000.0,85000.0
Digital Marketing Specialist,United States,CONTRACT,HOURLY,83200.0,62400.0
Digital Presales Specialist Solution Advisor,"Burlington, MA",FULL_TIME,YEARLY,400000.0,84700.0
Digital Producer,United States,FULL_TIME,YEARLY,110000.0,75000.0
Digital Product Analyst,"Columbus, OH",CONTRACT,HOURLY,93600.0,93600.0
Digital Product Manager – Website & Mobile App,"Sacramento, CA",FULL_TIME,MONTHLY,100392.0,80208.0
Digital Production Designer,"New York, NY",FULL_TIME,YEARLY,60000.0,50000.0
Digital Project Manager,"Ohio, United States",FULL_TIME,YEARLY,110000.0,85000.0
Digital Sales Representative - Power Equipment Direct,"Bolingbrook, IL",FULL_TIME,HOURLY,59737.6,39832.0
Digital Writer,New York City Metropolitan Area,FULL_TIME,YEARLY,65000.0,60000.0
Dir Sales,"San Jose, CA",FULL_TIME,YEARLY,410000.0,220000.0
